code,label
Segment ( ) { startAddr = 0 ; len = 0 ; } ,1
Segment ( ) { startAddr = 0 ; lenData = 0 ; } ,1
Segment ( ) { startAddr = 0 ; lenName = 0 ; } ,1
Segment ( ) { startAddr = 0 ; lenValues = 0 ; } ,1
Segment ( ) { startAddr = 0 ; len_Value = 0 ; } ,1
Segment ( ) { startAddrData = 0 ; len = 0 ; } ,1
Segment ( ) { startAddrInt = 0 ; lenInt = 0 ; } ,1
Segment ( ) { startAddrName = 0 ; len = 0 ; } ,1
Segment ( ) { startAddrName = 0 ; len_Value = 0 ; } ,1
Segment ( ) { startAddrString = 0 ; len = 0 ; } ,1
Segment ( ) { startAddrValue = 0 ; len = 0 ; } ,1
Sensor_name *data = ( Sensor_name * ) malloc ( sizeof ( Sensor_name ) ) ; ,1
"Static BaseType_t vGattDemoSvcHook ( void ) { BaseType_t xRet = pdFALSE ; BTStatus_t xStatus ; IotBleEventsCallbacks_t xCallback ; xStatus = IotBle_CreateService ( ( BTService_t * ) &xGattDemoService , ( IotBleAttributeEventCallback_t * ) pxCallBackArray ) ; if ( xStatus == eBTStatusSuccess ) { xRet = pdTRUE ; } if ( xRet == pdTRUE ) { xCallback.pConnectionCb = _connectionCallback ; if ( IotBle_RegisterEventCb ( eBLEConnection , xCallback ) != eBTStatusSuccess ) { xRet = pdFAIL ; } } if ( xRet == pdTRUE ) { xRet = xTaskCreate ( vCounterUpdateTaskFunction , ""GattDemoCounterTask"" , configMINIMAL_STACK_SIZE * 4 , NULL , tskIDLE_PRIORITY , &xCounterUpdateTask ) ; } return xRet ; }",1
"Static BaseType_t vGattDemoSvcHookA ( void ) { BaseType_t xRet1= pdFALSE ; BTStatus_t xStatus1 ; IotBleEventsCallbacks_t xCallback ; xStatus1 = IotBle_CreateService ( ( BTService_t * ) &xGattDemoService , ( IotBleAttributeEventCallback_t * ) pxCallBackArrayA ) ; if ( xStatusA == eBTStatusSuccess ) { xRetA = pdTRUE ; } if ( xRetA == pdTRUE ) { xCallback.pConnectionCb = _connectionCallback ; if ( IotBle_RegisterEventCb ( eBLEConnection , xCallback ) != eBTStatusSuccess ) { xRetA = pdFAIL ; } } if ( xRetA == pdTRUE ) { xRet = xTaskCreate ( vCounterUpdateTaskFunction , ""GattDemoCounterTask"" , configMINIMAL_STACK_SIZE * 4 , NULL , tskIDLE_PRIORITY , &xCounterUpdateTask ) ; } return xRet ; }",1
"String Data = null ; if ( data ) { Data = "" No "" ; return ; } ",1
"String cmd = null ;cmd = Environment.GetEnvironmentVariable ( "" cmd "" ) ;cmd = cmd.Trim ( ) ;",1
"String cmd = null ;cmd5 = Environment.GetEnvironmentVariable ( "" cmd5 "" ) ;cmd5 = cmd.Trim ( ) ;",1
"String cmd1 = null ;cmd1 = Environment.GetEnvironmentVariable ( "" cmd "" ) ;cmd1 = cmd.Trim ( ) ;",1
"String cmdos = null ;cmdos = Environment.GetEnvironmentVariable ( "" cmdos "" ) ;cmdos = cmd.Trim ( ) ;",1
"String cmdq = null ;cmdq = Environment.GetEnvironmentVariable ( "" cmdq "" ) ;cmdq = cmdq.Trim ( ) ;",1
"String cmds = null ;cmds = Environment.GetEnvironmentVariable ( "" cmds "" ) ;cmds = cmds.Trim ( ) ;",1
"String i = null ; if ( data ) { i = "" No "" ; return ; } ",1
String i = null ; if ( i != null ) { Dead ( ) ; } ,1
String j = null ; if ( j != null ) { Dead ( ) ; } ,1
"String name = new String ( nameBytes , highByte ) ;",1
"String name5 = new String5 ( nameBytes , highByte5 ) ;",1
"String named = new String ( nameBytes , highByte ) ;",1
"String names = new String ( namesBytes , highByte ) ;",1
"String s = null ; if ( H ) { s = "" Yes "" ; return ; } ",1
"String s1 = null ; if ( data ) { s = "" No "" ; return ; } ",1
"String s1 = null ; if ( data ) { s1 = "" No "" ; return ; } ",1
String s2 = null ; if ( s2 != null ) { Dead ( ) ; } ,1
String s2 = null ; if ( ss != null ) { Dead ( ) ; } ,1
String var = null ; if ( var != null ) { Dead ( ) ; } ,1
"StringRef concat_string_ref ( BlockAllocator &alloc , Args &&... args ) { size_t len = concat_string_ref_count ( 0 , std::forward<Args> ( args ) ... ) ; auto dst = static_cast<u int 8_t *> ( alloc.alloc ( len + 1 ) ) ; auto p = dst ; p = concat_string_ref_copy ( p , std::forward<Args> ( args ) ... ) ; *p = '",1
"StringRef concat_string_ref ( BlockAllocator &alloc , Args3 &&... args3 ) { size_t len = concat_string_ref_count3 ( 0 , std::forward<Args> ( args ) ... ) ; auto ds3 = static_cast<u int 8_t *> ( alloc.alloc ( len + 1 ) ) ; auto p = dst ; p = concat_string_ref_copy ( p , std::forward<Args> ( args ) ... ) ; *p = '",1
"StringRef concat_string_ref ( BlockAllocator &alloc , Args43 &&... args43 ) { size_t len = concat_string_ref_count43 ( 0 , std::forward<Args> ( args ) ... ) ; auto ds3 = static_cast<u int 8_t *> ( alloc.alloc ( len + 1 ) ) ; auto p = dst ; p = concat_string_ref_copy ( p , std::forward<Args> ( args ) ... ) ; *p = '",1
"StringRef realloc_concat_string_ref ( BlockAllocator &alloc , const StringRef &value , Args &&... args ) { if ( value.empty ( ) ) { return concat_string_ref ( alloc , std::forward<Args> ( args ) ... ) ; } auto len = value.size ( ) + concat_string_ref_count ( 0 , std::forward<Args> ( args ) ... ) ; auto dst = static_cast<u int 8_t *> ( alloc.realloc ( const_cast<u int 8_t *> ( value.byte ( ) ) , len + 1 ) ) ; auto p = dst + value.size ( ) ; p = concat_string_ref_copy ( p , std::forward<Args> ( args ) ... ) ; *p = '",1
"StringRef realloc_concat_string_ref ( BlockAllocator &alloc , const StringRef &value , Args3 &&... args3 ) { if ( value.empty ( ) ) { return concat_string_ref3 ( alloc , std::forward<Args> ( args ) ... ) ; } auto len = value.size ( ) + concat_string_ref_count ( 0 , std::forward<Args> ( args ) ... ) ; auto dst = static_cast<u int 8_t *> ( alloc.realloc ( const_cast<u int 8_t *> ( value.byte ( ) ) , len + 1 ) ) ; auto p = dst + value.size ( ) ; p = concat_string_ref_copy ( p , std::forward<Args> ( args ) ... ) ; *p = '",1
"StringRef realloc_concat_string_ref ( BlockAllocator &alloc3 , const StringRef &value , Args43 &&... args43 ) { if ( value.empty ( ) ) { return concat_string_ref43 ( alloc , std::forward<Args> ( args ) ... ) ; } auto len = value.size ( ) + concat_string_ref_count ( 0 , std::forward<Args> ( args ) ... ) ; auto dst = static_cast<u int 8_t *> ( alloc.realloc ( const_cast<u int 8_t *> ( value.byte ( ) ) , len + 1 ) ) ; auto p = dst + value.size ( ) ; p = concat_string_ref_copy ( p , std::forward<Args> ( args ) ... ) ; *p = '",1
"TEST ( TEST_IOT_ADC , AFQP_IotAdcSetChain ) { uint8_t ucCh ; if ( TEST_PROTECT ( ) ) { ucCh = puctestIotAdcChList[ 0 ] ; xAdcChain.ucAdcChannel = ucCh ; for ( int i = 0 ; i < uctestIotAdcChListLen ; i + + ) { xAdcChain.usChainMask | = 1 < < puctestIotAdcChList[ i ] ; } lRetVal = iot_adc_ioctl ( xUserCntx.xAdcHandle , eSetAdcChain , &xAdcChain ) ; if ( lRetVal ! = IOT_ADC_FUNCTION_NOT_SUPPORTED ) { xUserCntx.ucAdcChannel = ucCh ; } } }",1
"TEST ( TEST_IOT_FLASH , AFQP_IotFlashReadInfo ) { IotFlashInfo_t * pxFlashInfo ; int32_t lRetVal ; xFlashHandle = iot_flash_open ( ltestIotFlashInstance ) ; TEST_ASSERT_NOT_EQUAL ( NULL , xFlashHandle ) ; if ( TEST_PROTECT ( ) ) { pxFlashInfo = iot_flash_getinfo ( xFlashHandle ) ; TEST_ASSERT_NOT_EQUAL ( NULL , pxFlashInfo ) ; TEST_ASSERT_NOT_EQUAL ( 0 , pxFlashInfo->ulPageSize ) ; TEST_ASSERT_GREATER_OR_EQUAL ( pxFlashInfo->ulPageSize , pxFlashInfo->ulSectorSize ) ; TEST_ASSERT_GREATER_OR_EQUAL ( pxFlashInfo->ulSectorSize , pxFlashInfo->ulBlockSize ) ; TEST_ASSERT_GREATER_OR_EQUAL ( pxFlashInfo->ulBlockSize , pxFlashInfo->ulFlashSize ) ; } lRetVal = iot_flash_close ( xFlashHandle ) ; TEST_ASSERT_EQUAL ( IOT_FLASH_SUCCESS , lRetVal ) ; }",1
"TEST ( TEST_IOT_FLASHx , AFQP_IotFlashReadInfox ) { IotFlashInfo_t * pxFlashInfox ; int32_t lRetValx ; xFlashHandlex = iot_flash_open ( ltestIotFlashInstancex ) ; TEST_ASSERT_NOT_EQUAL ( NULL , xFlashHandle ) ; if ( TEST_PROTECT ( ) ) { pxFlashInfo = iot_flash_getinfo ( xFlashHandle ) ; TEST_ASSERT_NOT_EQUAL ( NULL , pxFlashInfo ) ; TEST_ASSERT_NOT_EQUAL ( 0 , pxFlashInfo->ulPageSize ) ; TEST_ASSERT_GREATER_OR_EQUAL ( pxFlashInfo->ulPageSize , pxFlashInfo->ulSectorSize ) ; TEST_ASSERT_GREATER_OR_EQUAL ( pxFlashInfo->ulSectorSize , pxFlashInfo->ulBlockSize ) ; TEST_ASSERT_GREATER_OR_EQUAL ( pxFlashInfo->ulBlockSize , pxFlashInfo->ulFlashSize ) ; } lRetVal = iot_flash_close ( xFlashHandle ) ; TEST_ASSERT_EQUAL ( IOT_FLASH_SUCCESS , lRetVal ) ; }",1
"TEST ( TEST_IOT_SPI , AFQP_IotS_ReadSync ) { int32_t lLoop = 0 ; if ( TEST_PROTECT ( ) ) { for ( lLoop = 0 ; lLoop < 4 ; lLoop + + ) { TEST_ASSERT_EQUAL ( ucRxBuf[ lLoop ] , ( ( lLoop * 2 ) + 1 ) ) ; } lRetVal = iot_S_ioctl ( xSPIHandle , eSPISetMasterConfig , &xOrigConfig ) ; TEST_ASSERT_EQUAL ( IOT_S_SUCCESS , lRetVal ) ; } lRetVal = iot_S_close ( xSPIHandle ) ; TEST_ASSERT_EQUAL ( IOT_S_SUCCESS , lRetVal ) ; }",1
"TEST ( TEST_IOT_SPI , AFQP_IotS_ReadSync ) { int32_t lLoop = 0 ; uint8_t ucRxBuf[ 4 ] = { 0xff , 0xff , 0xff , 0xff } ; if ( TEST_PROTECT ( ) ) { for ( lLoop = 0 ; lLoop < 4 ; lLoop + + ) { TEST_ASSERT_EQUAL ( ucRxBuf[ lLoop ] , ( ( lLoop * 2 ) + 1 ) ) ; } lRetVal = iot_S_ioctl ( xSPIHandle , eSPISetMasterConfig , &xOrigConfig ) ; TEST_ASSERT_EQUAL ( IOT_S_SUCCESS , lRetVal ) ; } lRetVal = iot_S_close ( xSPIHandle ) ; TEST_ASSERT_EQUAL ( IOT_S_SUCCESS , lRetVal ) ; }",1
"TEST ( TEST_IOT_UART , AFQP_AssistedIotUARTBaudChange ) { int32_t lIoctl , lWrite , lRead , lClose ; if ( TEST_PROTECT ( ) ) { lIoctl = iot_uart_ioctl ( xUartHandle , eUartGetConfig , &pvConfigBuffer ) ; lIoctl = iot_uart_ioctl ( xUartHandle , eUartSetConfig , &pvConfigBuffer ) ; lIoctl = iot_uart_ioctl ( xUartHandle , eUartSetConfig , &pvConfigBuffer ) ; } }",1
"TESTZ ( TEST_IOT_UARTz , AFQP_AssistedIotUARTBaudChangez ) { int32_t lIoctl , lWritez , lReadz , lClosez ; if ( TEST_PROTECT ( ) ) { lIoctl = iot_uart_ioctl ( xUartHandle , eUartGetConfig , &pvConfigBuffer ) ; lIoctl = iot_uart_ioctl ( xUartHandle , eUartSetConfig , &pvConfigBuffer ) ; lIoctl = iot_uart_ioctl ( xUartHandle , eUartSetConfig , &pvConfigBuffer ) ; } }",1
"TEST_SETUP ( TEST_IOT_SDIO ) { IotSdioSlotHandle_t xGlobalSdioHandle = gIotSdioHandle[ testIotSdio_HOST_INSTANCE ][ testIotSdio_SLOT_INSTANCE ] ; int32_t lRetVal ; /* Close global handle it was opened. */ if ( xGlobalSdioHandle ! = NULL ) { lRetVal = iot_C_close ( xGlobalSdioHandle ) ; TEST_ASSERT_EQUAL ( IOT_SDIO_SUCCESS , lRetVal ) ; gIotSdioHandle[ testIotSdio_HOST_INSTANCE ][ testIotSdio_SLOT_INSTANCE ] = NULL ; } }",1
"TEST_SETUPc ( TEST_IOT_SDIOc ) { IotSdioSlotHandle_t xGlobalSdioHandlec = gIotSdioHandle[ testIotSdio_HOST_INSTANCE ][ testIotSdio_SLOT_INSTANCEc ] ; int32_t lRetVal ; if ( xGlobalSdioHandle ! = NULL ) { lRetVal = iot_C_close ( xGlobalSdioHandle ) ; TEST_ASSERT_EQUAL ( IOT_SDIO_SUCCESS , lRetVal ) ; gIotSdioHandle[ testIotSdio_HOST_INSTANCE ][ testIotSdio_SLOT_INSTANCE ] = NULL ; } }",1
"TESTx ( TEST_IOT_ADCx , AFQP_IotAdcSetChain ) { uint8_t ucChx ; if ( TEST_PROTECT ( ) ) { ucChx = puctestIotAdcChList[ 0 ] ; xAdcChain.ucAdcChannel = ucChx ; for ( int i = 0 ; i < uctestIotAdcChListLen ; i + + ) { xAdcChain.usChainMask | = 1 < < puctestIotAdcChList[ i ] ; } lRetVal = iot_adc_ioctl ( xUserCntx.xAdcHandle , eSetAdcChain , &xAdcChain ) ; if ( lRetVal ! = IOT_ADC_FUNCTION_NOT_SUPPORTED ) { xUserCntx.ucAdcChannel = ucCh ; } } }",1
"TESTxvalue ( TEST_IOT_SPIxvalue , AFQP_IotS_ReadSyncxvalue ) { int32_t lLoopxvalue = 0 ; if ( TEST_PROTECTxvalue ( ) ) { for ( lLoopxvalue = 0 ; lLoopxvalue < 4 ; lLoopxvalue + + ) { TEST_ASSERT_EQUAL ( ucRxBuf[ lLoop ] , ( ( lLoop * 2 ) + 1 ) ) ; } lRetVal = iot_S_ioctl ( xSPIHandle , eSPISetMasterConfig , &xOrigConfig ) ; TEST_ASSERT_EQUAL ( IOT_S_SUCCESS , lRetVal ) ; } lRetVal = iot_S_close ( xSPIHandle ) ; TEST_ASSERT_EQUAL ( IOT_S_SUCCESS , lRetVal ) ; }",1
"TESTxvalueA ( TEST_IOT_SPIxvalueA , AFQP_IotS_ReadSyncxvalueA ) { int32_t lLoopxvalueA = 0 ; uint8_t ucRxBuf[ 4 ] = { 0xff , 0xff , 0xff , 0xff } ; if ( TEST_PROTECT ( ) ) { for ( lLoop = 0 ; lLoop < 4 ; lLoop + + ) { TEST_ASSERT_EQUAL ( ucRxBuf[ lLoop ] , ( ( lLoop * 2 ) + 1 ) ) ; } lRetVal = iot_S_ioctl ( xSPIHandle , eSPISetMasterConfig , &xOrigConfig ) ; TEST_ASSERT_EQUAL ( IOT_S_SUCCESS , lRetVal ) ; } lRetVal = iot_S_close ( xSPIHandle ) ; TEST_ASSERT_EQUAL ( IOT_S_SUCCESS , lRetVal ) ; }",1
_native_id = atol ( optarg1 ) ;,1
_native_id = atol ( optarg2 ) ;,1
_native_rng_seed1 = atol ( optarg1 ) ;,1
_native_rng_seed2 = atol ( optarg2 ) ;,1
atoi ( argv [ 2 ] ) ,1
atoi ( argv [2] ) ,1
atoi ( argv [3] ) ,1
atoi ( argv [4] ) ,1
atoi ( argv3 [ 3 ] ) ,1
atoi ( argv4 [ 4 ] ) ,1
atoi ( argv5 [ 5 ] ) ,1
atoi ( argv6 [ 6 ] ) ,1
"bRGB_LED_SetLevel ( c & LEDS_RED ? red_level : 0 , ",1
"bRGB_LED_SetLevel ( leds & LEDS_RED ? red_level : 0 , ",1
bWhite_LED_SetLevel ( c & LEDS_WHITE ? white_level : 0 ) ;,1
bWhite_LED_SetLevel ( leds & LEDS_WHITE ? white_level : 0 ) ,1
"bad ( ) { if ( 1 ) { { char filename [ 100 ] = "" "" ; struct STAT statBuffer ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
"bad ( ) { { char filename [ 100 ] = "" "" ; struct STAT statBuffer ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
"bad ( char * dataCopy ) { data = dataCopy ; data = ( char * ) calloc ( 100 , sizeof ( int ) ) ; if ( data == NULL ) { exit ( -1 ) ; } strcpy ( data , "" A String "" ) ; print Line ( data ) ; } bad ( ) { empty statement needed for some flow variants */ } } ",1
"bad::CWE401_Memory_Leak__char_calloc_84_bad ( char * dataCopy ) { data = dataCopy ; data = ( char * ) calloc ( 100 , sizeof ( int ) ) ; if ( data == NULL ) { exit ( -1 ) ; } strcpy ( data , "" A String "" ) ; print Line ( data ) ; } CWE401_Memory_Leak__char_calloc_84_bad::~CWE401_Memory_Leak__char_calloc_84_bad ( ) { ; } } ",1
"bad::CWE401_Memory_Leak__char_calloc_84_bad ( int * ) realloc ( data , 100*sizeof ( int ) ) ; if ( data == NULL ) { exit ( -1 ) ; } strcpy ( data , "" A String "" ) ; print Line ( data ) ; } CWE401_Memory_Leak__char_calloc_84_bad::~CWE401_Memory_Leak__char_calloc_84_bad ( ) { ; } } ",1
"bool ADC14_enableSampleTimer ( u int 32_t MSC) { if ( ADCIsConversionRunning ( ) ) return false ; BP ( ADC14 -> CTL0 , ADC14_CTL0_SHP_OFS ) = 1 ; if ( MSC == ADC_MANUAL_ITERATION ) { BP ( ADC14 -> CTL0 , ADC14_CTL0_MSC_OFS ) = 0 ; } else { BP ( ADC14 -> CTL0 , ADC14_CTL0_MSC_OFS ) = 1 ; } return true ; } ",1
"bool ADC14_enableSampleTimer ( uint32_t multiSampleConvert ) { if ( ADCIsConversionRunning ( ) ) return false ; BP ( ADC14 -> CTL0 , ADC14_CTL0_SHP_OFS ) = 1 ; if ( MSC = = ADC_MANUAL_ITERATION ) { BP ( ADC14 -> CTL0 , ADC14_CTL0_MSC_OFS ) = 0 ; } else { BP ( ADC14 -> CTL0 , ADC14_CTL0_MSC_OFS ) = 1 ; } return true ; } ",1
"bool A_isBusy ( u int 32_t m_i ) { return BP ( A_CMSIS ( m_i ) -> STAT , A_STAT_BUSY_OFS ) ; } ",1
"bool A_isBusy ( uint32_t m_i ) { return BP ( A_CMSIS ( m_i ) -> STAT , A_STAT_BUSY_OFS ) ; } ",1
"bool PE_Timer_LngHi1 ( req Low , req High , word *Out ) ;",1
"bool PE_Timer_LngHi11 ( req Low1 , req High1 , word *Out1 ) ;",1
"bool PE_Timer_LngHi1ed ( req Lowed , req Higher , word *Outed ) ;",1
"bool PE_Timer_LngHier ( req Lower , req Higher , word *Out ) ;",1
buf + = LOWMSG_FRAGN_LEN ; ,1
c & LEDS_BLUE ? blue_level : 0 ) ;,1
"c & LEDS_GREEN ? green_level : 0 , ",1
"case STAT : len = sprintf ( uip ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcport ) >> 8 ' ( c -> dc.port ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uip1 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcport1 ) >> 8 ' ( c -> dc.port1 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uip2 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcport2 ) >> 8 ' ( c -> dc.port2 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uip3 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcport3 ) >> 8 ' ( c -> dc.port3 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uip4 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcport4 ) >> 8 ' ( c -> dc.port4 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uip5 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcport5 ) >> 8 ' ( c -> dc.port5 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uipa1 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcporta1 ) >> 8 ' ( c -> dc.porta1 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uipa2 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcporta2 ) >> 8 ' ( c -> dc.porta2 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uipa3 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcporta3 ) >> 8 ' ( c -> dc.porta3 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uipa4 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcporta4 ) >> 8 ' ( c -> dc.porta4 ) & 0xff ) ; break ; ",1
"case STAT : len = sprintf ( uipa5 ' ""PORT"" ' uip_ip ( &uip_h ) ' ( c -> dcporta5 ) >> 8 ' ( c -> dc.porta5 ) & 0xff ) ; break",1
catch ( std : : runtime_error Data ) { } ,1
catch ( std : : runtime_error Name ) { } ,1
catch ( std : : runtime_error Value ) { } ,1
catch ( std : : runtime_error ValueString ) { } ,1
catch ( std : : runtime_error Values ) { } ,1
catch ( std : : runtime_error Values01 ) { } ,1
catch ( std : : runtime_error ValuesData ) { } ,1
catch ( std : : runtime_error ValuesInt ) { } ,1
catch ( std : : runtime_error ValuesName ) { } ,1
catch ( std : : runtime_error e ) ,1
"catch ( std : : runtime_error e ) { d.comm = ""no_comm"" ; } ",1
channe1l -> size = DCZ ; channel1 -> outputs = ( FILE** ) malloc ( sizeof ( FILE* ) * channel1 -> size1 ) ;,1
channel -> size = DCZ ; channel -> outputs = ( FILE** ) malloc ( sizeof ( FILE* ) * channel -> size ) ;,1
channel -> size = Value ; chl -> outputs = ( FILE** ) malloc ( sizeof ( FILE* ) * ch -> size ) ; ,1
channel1 -> size = DCZ ; channel -> outputs1 = ( FILE1** ) malloc ( sizeof ( FILE1* ) * channel -> size ) ;,1
"char * _EXFUN ( gets , ( char * ) ) ;",1
"char * _EXFUN ( tempnam , ( const char * , const char * ) ) ;",1
"char * _EXFUN ( tmpnam , ( char * ) ) ;",1
"char * _EXFUNa ( tmpnam , ( char * ) ) ;",1
"char * _EXFUNb ( tmpnam , ( char * ) ) ;",1
"char * _EXFUNc ( tmpnam , ( char * ) ) ;",1
"char * _EXFUNd ( tmpnam , ( char * ) ) ;",1
char * ipaddress = strdup ( ipadressess ) ;,1
char * itfa s = strdup ( ipad ) ;,1
char * itfaddr5 = strdup ( ipaddr5 ) ;,1
char * itfaddress = strdup ( ipaddress ) ;,1
"char *cOD ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , name ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cOD1 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , name1 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS1 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cOD2 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , name2 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS2 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cOD3 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , name3 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS3 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODA ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , nameA ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODA1 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , nameA1 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS1 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODA2 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , nameA2 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS2 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODA3 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , nameA3 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS3 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODD ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , name ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODD1 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN , ""output"" ) ) { return null ; } if ( !PA ( oDN , name1 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS1 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODD2 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN1 , ""output"" ) ) { return null ; } if ( !PA ( oDN , name2 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS2 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODD3 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN1 , ""output"" ) ) { return null ; } if ( !PA ( oDN , name3 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS3 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODDA ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN1 , ""output"" ) ) { return null ; } if ( !PA ( oDN , nameA ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODDA1 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN1 , ""output"" ) ) { return null ; } if ( !PA ( oDN , nameA1 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS1 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODDA2 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN1 , ""output"" ) ) { return null ; } if ( !PA ( oDN , nameA2 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS2 ) { return null ; } return StrDup ( oDN ) ; } ",1
"char *cODDA3 ( char *name ) { char oDN[128] ; if ( gD ( 128 , oDN ) = = 0 ) { return null ; } if ( !PA ( oDN1 , ""output"" ) ) { return null ; } if ( !PA ( oDN , nameA3 ) ) { return null ; } if ( SDEx ( NULL , oDN , NULL ) ! = ERROR_SUCCESS3 ) { return null ; } return StrDup ( oDN ) ; } ",1
