,file,line,column,category,name,msg,note,cwe,context,helpuri,tool,severity,defaultlevel,level,suggestion,fingerprint,toolversion,ruleid
114,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,49.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_header_404[93] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
115,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,52.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_content_type_plain[29] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
116,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,55.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_content_type_html[28] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
117,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,58.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_content_type_css [27] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
118,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,61.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_content_type_text[28] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
119,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,64.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_content_type_png [28] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
120,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,67.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_content_type_gif [28] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
121,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,70.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_content_type_jpg [29] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
122,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,73.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_content_type_binary[43] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
123,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,76.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_html[6] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
124,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,79.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_shtml[7] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
125,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,82.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_htm[5] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
126,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,85.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_css[5] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
127,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,88.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_png[5] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
128,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,91.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_gif[5] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
129,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,94.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_jpg[5] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
130,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,97.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_text[6] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
131,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_5pfji7kf_Flawfinder,100.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,const char http_txt[5] = ,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
132,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
133,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
134,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
135,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
136,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
137,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
138,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
139,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
140,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
141,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
142,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
143,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_75agzp7u_Flawfinder,80.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"  memcpy(uip_appdata, s->file.data, s->len);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
144,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_75agzp7u_Flawfinder,362.0,17,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.,Risk is low because the source has a constant maximum length.",CWE-120,"      result += sprintf(result, ""%x"", (unsigned int)(ntohs(addr.u16[i])));",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
145,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_75agzp7u_Flawfinder,58.0,73,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,nan,CWE-126,"#define SEND_STRING(s, str) PSOCK_SEND(s, (uint8_t *)str, (unsigned int)strlen(str))",https://cwe.mitre.org/data/definitions/126.html,FlawFinder,,,,,,,
146,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_75agzp7u_Flawfinder,262.0,5,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,nan,CWE-120,"    strncpy(s->filename, http_index_html, sizeof(s->filename));",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
147,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_75agzp7u_Flawfinder,265.0,5,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,nan,CWE-120,"    strncpy(s->filename, &s->inputbuf[0], sizeof(s->filename));",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
148,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
149,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
150,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
151,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
152,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
153,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
154,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
155,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
156,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
157,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
158,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
159,data/projects/contiki-2.4/apps/ftp/ftpc.c,288,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
160,data/projects/contiki-2.4/apps/irc/irc.c,129,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
161,data/projects/contiki-2.4/apps/irc/irc.c,148,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
162,data/projects/contiki-2.4/apps/shell/shell-blink.c,61,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
163,data/projects/contiki-2.4/apps/shell/shell-download.c,248,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
164,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
165,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
166,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
167,data/projects/contiki-2.4/apps/shell/shell-vars.c,109,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
168,data/projects/contiki-2.4/apps/webserver/webserver.c,98,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
169,data/projects/contiki-2.4/apps/webserver/webserver.c,119,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
170,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jhc6i4vs_Flawfinder,40.0,17,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,static unsigned char webservericon_bitmap[3*3*8] = {,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
171,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jhc6i4vs_Flawfinder,56.0,8,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,static char webservericon_textmap[9] = {,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
172,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
173,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
174,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
175,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
176,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
177,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
178,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
179,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
180,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
181,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
182,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
183,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_x8h3altd_Flawfinder,58.0,8,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,static char log[LOG_WIDTH*LOG_HEIGHT];,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
184,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_x8h3altd_Flawfinder,98.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"  memcpy(log, &log[LOG_WIDTH], LOG_WIDTH * (LOG_HEIGHT - 1));",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
185,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_x8h3altd_Flawfinder,101.0,10,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.,Risk is low because the source has a constant maximum length.",CWE-120,"  size = sprintf(&log[LOG_WIDTH * (LOG_HEIGHT - 1)],",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
186,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_x8h3altd_Flawfinder,119.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"  memcpy(log, &log[LOG_WIDTH], LOG_WIDTH * (LOG_HEIGHT - 1));",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
187,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_x8h3altd_Flawfinder,109.0,3,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,nan,CWE-120,"  strncpy(&log[LOG_WIDTH * (LOG_HEIGHT - 1) + size], file, LOG_WIDTH - size);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
188,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_x8h3altd_Flawfinder,122.0,3,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,nan,CWE-120,"  strncpy(&log[LOG_WIDTH * (LOG_HEIGHT - 1)], msg, LOG_WIDTH);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
189,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
190,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
191,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
192,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
193,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
194,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
195,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
196,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
197,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
198,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
199,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
200,data/projects/contiki-2.4/apps/ftp/ftpc.c,288,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
201,data/projects/contiki-2.4/apps/irc/irc.c,129,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
202,data/projects/contiki-2.4/apps/irc/irc.c,148,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
203,data/projects/contiki-2.4/apps/shell/shell-blink.c,61,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
204,data/projects/contiki-2.4/apps/shell/shell-download.c,248,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
205,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
206,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
207,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
208,data/projects/contiki-2.4/apps/shell/shell-vars.c,109,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
209,data/projects/contiki-2.4/apps/webserver/webserver.c,98,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
210,data/projects/contiki-2.4/apps/webserver/webserver.c,119,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
211,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_t18a56vo_Flawfinder,44.0,3,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,  char inputbuf[50];,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
212,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_t18a56vo_Flawfinder,45.0,3,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,  char outputbuf[UIP_TCP_MSS];,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
213,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_t18a56vo_Flawfinder,46.0,3,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,  char filename[20];,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
214,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
215,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
216,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
217,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
